  DATE    T-ini  T-end  %SUN   %CLOU  %GOOD  %MOD   %BAD   OBS
20081117  11.25  17.05  99.85   0.15  50.66  34.91  14.28   1
20081118   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20081119  10.00  15.78  89.75  10.25   0.00   0.00  89.75   1
20081120  10.13  16.89  93.33   6.67   0.00  14.23  79.10   1
20081121  10.00  16.90  94.03   5.97   1.22  38.20  54.60   1
20081122  10.00  16.90  96.81   3.19  51.15  28.42  17.24   1
20081123  10.00  16.91  98.12   1.88  90.41   7.67   0.04   1
20081124   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20081125  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20081126  10.51  16.75  99.91   0.09  12.43  80.31   7.17   1
20081127  11.66  16.76  99.89   0.11  66.82  28.89   4.17   1
20081128  11.35  16.76  99.90   0.10   0.00  13.38  86.52   1
20081129  11.41  16.77  79.14  20.86  65.31  13.28   0.54   1
20081130  11.62  15.55  51.34  48.66   0.00   0.06  51.29   1
20081201  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20081202  13.41  16.38  51.49  48.51   0.00   0.00  51.49   1
20081203  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20081204  10.03  16.39  86.19  13.81   0.00   0.00  86.19   1
20081205  10.84  13.79  75.99  24.01   0.05   0.00  75.94   1
20081206  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20081207  10.00  16.41  38.52  61.48   0.01   0.00  38.51   1
20081208  10.00  16.09  92.80   7.20   3.41   0.01  89.38   1
20081209  10.07  16.12  87.83  12.17  64.60   7.70  15.53   1
20081210  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20081211  10.96  16.19  98.87   1.13  31.73  35.50  31.64   1
20081212  10.00  16.20  94.09   5.91  35.91   0.97  57.21   1
20081213  10.00  16.21  88.66  11.34  32.31  34.86  21.49   1
20081214  11.61  14.80  84.54  15.46  13.35  49.15  22.04   1
20081215  10.10  16.22  94.58   5.42  25.95  45.91  22.73   1
20081216  10.14  16.11  69.83  30.17   3.15  48.00  18.69   1
20081217  12.55  16.24  88.19  11.81   0.00  38.66  49.53   1
20081218  12.31  22.00  36.48  63.52  12.42  10.50  13.55   1
20081219   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20081220  11.54  16.27  99.77   0.23  43.53  49.80   6.43   1
20081221  12.30  16.27  99.73   0.27  98.90   0.04   0.78   1
20081222  10.64  16.28  96.58   3.42   0.00   0.00  96.58   1
20081223  10.91  14.81  91.44   8.56   0.00   0.04  91.39   1
20081224   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20081225   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20081226   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20081227  12.36  16.33  81.46  18.54  80.08   1.09   0.29   1
20081228  11.67  16.33  99.43   0.57   0.00   0.04  99.40   1
20081229  11.17  16.34  72.01  27.99   0.01  38.12  33.88   1
20081230  11.08  14.33  99.80   0.20   0.00   0.00  99.80   1
20081231   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20090101   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20090102   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20090103   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20090104  10.35  16.03  97.42   2.58   2.13   0.07  95.22   1
20090105  10.17  16.64  89.47  10.53  10.07  52.59  26.82   1
20090106  10.12  16.65  96.00   4.00  73.90  21.42   0.68   1
20090107  10.92  16.66  98.58   1.42  57.46  26.47  14.65   1
20090108  11.14  15.42  23.56  76.44   1.10  10.07  12.38   1
20090109  13.39  16.68  97.66   2.34  97.01   0.60   0.05   1
20090110  10.92  16.68  99.75   0.25  55.08  33.84  10.84   1
20090111  11.68  16.69  73.12  26.88  20.56  27.75  24.81   1
20090112  11.30  17.10  96.38   3.62  34.87  27.43  34.08   1
20090113  10.24  17.11  81.70  18.30  70.64  11.02   0.04   1
20090114  10.32  17.12  97.34   2.66   0.03   0.00  97.31   1
20090115  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090116  10.21  17.13  91.73   8.27   0.00   0.00  91.73   1
20090117  10.38  17.26  78.96  21.04   0.00  54.58  24.38   1
20090118  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090119  10.61  11.64   4.34  95.66   0.00   0.00   4.34   1
20090120  10.26  15.32  58.78  41.22   0.00   0.01  58.77   1
20090121  10.26  15.94  78.51  21.49   0.00  36.74  41.77   1
20090122  10.40  17.30  87.69  12.31  20.94  30.06  36.68   1
20090123  10.37  17.50  92.58   7.42   0.00   0.00  92.58   1
20090124  10.44  17.50  95.18   4.82  80.86  14.02   0.30   1
20090125  10.43  17.26  82.18  17.82   0.00   0.00  82.18   1
20090126  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090127  10.51  16.82   0.00 100.00   0.00   0.00   0.00   1
20090128  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090129  10.43  17.81  92.20   7.80   0.00   0.00  92.20   1
20090130  10.53  17.44  93.53   6.47   0.00   0.00  93.53   1
20090131  11.25  18.92  97.87   2.13   0.00   0.00  97.87   1
20090201  10.52  11.34   0.00 100.00   0.00   0.00   0.00   1
20090202  10.69  18.56  95.52   4.48  60.44  34.13   0.95   1
20090203  10.48  12.56  76.06  23.94   0.00   0.00  76.06   1
20090204   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20090205  12.10  19.67  99.78   0.22  68.20  26.38   5.20   1
20090206  11.42  21.20  99.88   0.12   2.85  43.16  53.87   1
20090207  10.79  21.10  97.37   2.63   0.00   0.38  96.99   1
20090208  11.37  20.06  98.51   1.49   0.00   0.00  98.51   1
20090209  14.72  15.22  14.51  85.49   0.00   0.00  14.51   1
20090210  11.20  19.85  99.92   0.08  67.95  30.63   1.34   1
20090211  10.62  17.48  81.24  18.76   0.03   7.72  73.49   1
20090212  10.64  18.95  92.02   7.98   0.00   0.00  92.02   1
20090213  10.64  15.09  80.95  19.05   0.00   0.00  80.95   1
20090214  10.69  12.31  55.28  44.72   0.00   0.00  55.28   1
20090215  10.66  19.50  92.97   7.03  29.61  47.37  15.99   1
20090216  11.12  20.66  99.90   0.10  85.86  13.74   0.30   1
20090217  10.70  21.86  90.17   9.83   0.00   0.00  90.17   1
20090218  11.72  17.52  75.47  24.53   0.00   0.00  75.47   1
20090219  11.50  21.87  99.69   0.31  36.05  37.77  25.88   1
20090220  11.67  21.86  92.42   7.58   0.00  12.45  79.97   1
20090221  11.84  21.86  99.28   0.72   0.00   0.00  99.28   1
20090222  11.68  21.86  99.83   0.17   0.00  53.78  46.05   1
20090223  11.26  21.85  98.98   1.02   0.00   0.00  98.98   1
20090224  10.81  20.11  87.68  12.32   0.00   0.00  87.68   1
20090225  11.51  21.09  95.98   4.02   0.28  78.64  17.06   1
20090226  10.83  20.01  74.43  25.57   0.00  40.86  33.58   1
20090227  11.03  17.31  78.09  21.91   0.00  40.89  37.20   1
20090228  12.50  18.97  91.65   8.35  82.81   5.01   3.84   1
20090301  10.89  21.59  96.21   3.79  76.33  19.86   0.02   1
20090302  10.95  21.31  97.21   2.79  61.03  34.21   1.98   1
20090303  11.76  15.31  66.44  33.56   0.00   2.53  63.91   1
20090304  10.87  18.91  94.03   5.97  77.10  11.20   5.73   1
20090305  10.90  20.63  95.62   4.38  76.31  19.20   0.11   1
20090306  10.92  19.81  94.68   5.32  61.56  19.37  13.75   1
20090307  10.90  15.36  85.47  14.53   0.00  48.76  36.71   1
20090308  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090309  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090310  10.97  20.95  71.15  28.85  58.73   4.36   8.06   1
20090311  10.95  21.55  92.51   7.49   0.00   0.00  92.51   1
20090312  11.28  21.55  86.76  13.24   0.00   0.00  86.76   1
20090313  11.19  21.54  95.76   4.24  31.64  45.13  18.99   1
20090314  10.97  21.54  95.15   4.85   0.00   0.02  95.13   1
20090315  11.32  18.06  94.08   5.92  19.54   5.54  69.01   1
20090316  11.25  21.28  98.77   1.23   0.00   0.00  98.77   1
20090317  11.34  17.37  92.63   7.37   0.00   0.00  92.63   1
20090318  11.00  17.84  86.73  13.27   0.00   0.00  86.73   1
20090319  11.00  17.27  87.17  12.83   0.00   0.03  87.14   1
20090320  11.00  17.43  86.33  13.67   0.00   0.00  86.33   1
20090321  11.02  17.48  87.58  12.42   0.00   0.00  87.58   1
20090322  11.04  14.38  85.60  14.40   0.00   0.05  85.55   1
20090323  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090324  11.12  17.10  86.13  13.87   0.00   0.03  86.10   1
20090325  11.21  16.92  85.05  14.95  28.07  47.61   9.37   1
20090326  11.38  21.22  95.00   5.00  58.81  33.00   3.20   1
20090327  11.89  20.09  99.59   0.41  76.29  19.87   3.43   1
20090328  11.57  19.56  99.25   0.75  39.83  19.98  39.44   1
20090329  11.40  21.21  98.15   1.85  80.25  16.24   1.67   1
20090330  11.31  21.05  96.63   3.37  76.40  11.54   8.69   1
20090331  11.27  21.20  76.84  23.16  24.25  34.65  17.94   1
20090401  12.81  21.09  95.58   4.42   0.00   0.00  95.58   1
20090402  11.56  20.68  98.69   1.31   8.13  11.48  79.09   1
20090403  11.55  21.10  99.22   0.78  66.12   7.59  25.51   1
20090404  13.09  20.26  99.36   0.64  59.55  27.66  12.15   1
20090405  11.33  20.44  96.52   3.48  91.51   4.69   0.31   1
20090406  11.39  19.35  94.25   5.75   0.02  65.78  28.45   1
20090407  11.31  21.17  93.96   6.04   0.00   0.00  93.96   1
20090408  11.37  21.17  88.25  11.75   0.00   0.00  88.25   1
20090409  11.51  21.16  87.67  12.33   0.00  11.77  75.91   1
20090410  11.26  20.55  91.58   8.42   0.00   0.00  91.58   1
20090411  11.28  21.15  73.13  26.87   0.00  31.97  41.15   1
20090412  11.28  21.15  91.42   8.58  40.74  29.38  21.30   1
20090413  11.46  21.39  92.47   7.53  37.13  45.01  10.32   1
20090414  11.38  20.26  89.94  10.06   0.00   0.00  89.94   1
20090415  11.44  20.10  93.61   6.39   0.61  66.29  26.72   1
20090416  11.42  15.31  87.55  12.45   5.66  37.90  43.99   1
20090417   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20090418   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20090419   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20090420   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20090421   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20090422  17.91  20.41  98.12   1.88  52.64  25.43  20.05   1
20090423  12.79  21.05  97.31   2.69  92.52   4.78   0.00   1
20090424  11.78  21.04  95.53   4.47   8.87  45.04  41.62   1
20090425  11.90  20.85  98.79   1.21  19.63  46.24  32.93   1
20090426  11.95  20.26  95.79   4.21   0.00   0.00  95.79   1
20090427  11.68  21.46  91.33   8.67   0.00  44.69  46.64   1
20090428  11.74  21.00  96.07   3.93   0.00  65.05  31.02   1
20090429  12.00  21.57  92.43   7.57   0.00  62.93  29.50   1
20090430  12.16  21.59  70.51  29.49   0.00  20.16  50.34   1
20090501  12.44  21.59  94.25   5.75  16.72  60.03  17.49   1
20090502  12.26  21.58  93.30   6.70  55.78  13.62  23.90   1
20090503  12.68  21.58  54.25  45.75   1.11  13.29  39.84   1
20090504  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090505  12.84  20.59  89.82  10.18  77.31   0.59  11.91   1
20090506  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090507  11.78  21.02  93.34   6.66  67.48  24.98   0.88   1
20090508  11.72  20.54  81.23  18.77  63.48   7.08  10.67   1
20090509  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090510  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090511  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090512  12.07  17.03  81.79  18.21  27.56   4.53  49.70   1
20090513  12.99  15.18  95.59   4.41  41.36  16.03  38.20   1
20090514  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090515  12.22  19.29  67.29  32.71  41.07   3.74  22.47   1
20090516  11.91  14.80  82.10  17.90  32.08  10.76  39.26   1
20090517  12.41  20.05  68.97  31.03  42.72  10.19  16.05   1
20090518  12.08  20.22  99.16   0.84  41.95  35.51  21.71   1
20090519  11.98  20.83  96.94   3.06  63.57   6.71  26.66   1
20090520  12.94  19.92  48.40  51.60  15.48  16.72  16.20   1
20090521   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20090522  12.21  20.83  97.90   2.10  80.12   8.68   9.10   1
20090523  12.37  20.50  12.17  87.83   0.00   0.00  12.17   1
20090524  12.06  18.98  88.58  11.42  25.47  45.03  18.09   1
20090525  12.33  19.50  74.18  25.82  11.37  15.43  47.39   1
20090526  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090527  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090528  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090529  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090530  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090531  12.29  20.85  96.22   3.78  91.85   4.34   0.02   1
20090601  12.39  20.85  98.35   1.65  92.27   6.08   0.00   1
20090602  12.43  20.45  94.62   5.38  84.69   0.59   9.33   1
20090603  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090604  15.01  18.14  95.61   4.39  73.65  10.47  11.49   1
20090605  12.15  20.44  96.83   3.17  86.23  10.57   0.02   1
20090606  12.09  17.03  90.44   9.56  26.99  13.83  49.62   1
20090607  12.58  20.45  94.66   5.34  76.03   3.52  15.12   1
20090608  12.11  20.45  95.17   4.83  85.24   9.90   0.02   1
20090609  12.15  19.73  89.70  10.30  80.63   9.04   0.02   1
20090610  12.17  14.15  82.09  17.91  53.42  28.67   0.00   1
20090611  12.32  16.86  40.98  59.02   9.28   3.81  27.89   1
20090612   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20090613   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20090614   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20090615   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20090616   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20090617  13.53  19.16  66.07  33.93   0.00  23.54  42.53   1
20090618  12.35  20.41  68.66  31.34   0.85   1.59  66.23   1
20090619  12.54  15.85  89.70  10.30  10.77  25.90  53.03   1
20090620  13.96  19.05  82.59  17.41  54.30   3.18  25.12   1
20090621  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090622  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090623  13.35  20.43  98.30   1.70  83.79   2.64  11.86   1
20090624  12.75  20.43  74.70  25.30  35.45   4.62  34.63   1
20090625  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090626  12.64  20.44  79.80  20.20  42.04  20.38  17.38   1
20090627  12.52  15.39  62.51  37.49  40.00   3.65  18.86   1
20090628   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20090629  13.68  20.52  76.56  23.44  42.21   4.96  29.39   1
20090630  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090701  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090702  14.08  19.82  99.85   0.15   0.03  90.54   9.29   1
20090703  12.41  19.53   0.59  99.41   0.57   0.00   0.03   1
20090704  13.37  19.53  82.17  17.83  63.85   7.83  10.49   1
20090705  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090706  12.29  20.11  97.60   2.40  96.76   0.21   0.63   1
20090707  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090708  12.19  20.55  96.79   3.21  96.14   0.60   0.05   1
20090709  12.20  19.02  96.98   3.02   0.00   0.00  96.98   1
20090710  12.18  19.24  99.64   0.36  67.50  31.47   0.67   1
20090711  12.16  20.89  96.32   3.68  77.92  16.15   2.25   1
20090712  12.16  14.30  80.17  19.83   0.00  63.70  16.47   1
20090713  12.16  20.46  95.51   4.49  65.16  29.16   1.19   1
20090714  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090715  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090716  12.53  19.56  85.29  14.71  50.92   4.98  29.39   1
20090717  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090718  12.13  18.94  94.99   5.01   0.02  88.43   6.53   1
20090719  12.12  13.09  69.94  30.06   0.00  69.94   0.00   1
20090720  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090721   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20090722  14.05  20.99  96.59   3.41   1.85  32.51  62.23   1
20090723  13.40  20.99  99.70   0.30  77.17  21.36   1.17   1
20090724  12.76  20.99  99.93   0.07  95.44   4.46   0.02   1
20090725  13.00  20.99  90.25   9.75  63.03  13.76  13.46   1
20090726  12.33  21.04  93.11   6.89  27.40  31.37  34.34   1
20090727  12.05  21.04  82.42  17.58   0.00   0.02  82.39   1
20090728   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20090729  12.26  20.86  58.85  41.15  47.38   2.39   9.08   1
20090730  12.16  20.86  95.88   4.12  77.86   8.74   9.28   1
20090731  12.21  15.70  35.54  64.46   4.83   3.53  27.18   1
20090801  12.27  20.93  98.95   1.05  86.54   7.71   4.71   1
20090802  11.97  21.09  79.96  20.04  22.85   7.42  49.68   1
20090803  12.11  20.76  78.60  21.40  31.85  10.77  35.98   1
20090804  12.01  17.21  96.10   3.90  54.55  18.67  22.89   1
20090805  11.86  17.17  93.43   6.57  63.82  27.46   2.14   1
20090806  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090807  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090808  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090809  11.79  21.60  92.92   7.08  92.92   0.00   0.00   1
20090810  11.74  19.84  94.65   5.35  50.53  12.16  31.96   1
20090811  11.83  17.88  88.75  11.25  79.96   0.90   7.89   1
20090812  11.70  13.74  70.42  29.58  47.11   4.08  19.22   1
20090813  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090814  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090815  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090816  11.63  14.71  85.89  14.11  11.92  72.66   1.30   1
20090817  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090818  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090819  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090820  13.61  21.41  92.44   7.56  80.68  11.69   0.07   1
20090821  12.32  20.62  83.39  16.61   0.00   0.00  83.39   1
20090822  12.57  20.98  61.62  38.38   0.00   0.00  61.62   1
20090823  12.13  20.81  81.45  18.55   0.00   0.03  81.42   1
20090824  12.42  21.42  69.98  30.02  27.52   2.71  39.76   1
20090825  11.90  20.64  60.90  39.10   0.00   0.00  60.90   1
20090826  12.00  21.16  86.42  13.58  41.27   4.23  40.92   1
20090827  11.77  21.41  99.81   0.19  96.15   1.72   1.93   1
20090828  11.40  21.26  96.75   3.25  96.51   0.21   0.03   1
20090829  11.38  19.97  94.77   5.23  79.88  10.68   4.20   1
20090830  12.22  17.85  42.34  57.66   6.48   1.61  34.25   1
20090831  11.27  21.14  89.94  10.06  64.60  17.70   7.64   1
20090901  13.90  21.13  62.33  37.67   0.16  25.09  37.07   1
20090902  12.07  19.83  47.06  52.94   0.00   0.03  47.03   1
20090903  11.96  21.12  99.75   0.25  25.46  57.21  17.08   1
20090904  11.98  20.59  96.39   3.61  34.50  37.95  23.93   1
20090905  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090906  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090907  12.81  21.10  99.73   0.27  69.70  29.15   0.88   1
20090908  11.74  17.64  99.75   0.25   0.00   0.03  99.72   1
20090909  11.08  17.30  93.90   6.10   0.00   0.01  93.88   1
20090910   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20090911   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20090912  11.02  17.93  93.71   6.29   0.00   0.02  93.69   1
20090913  10.99  17.56  93.72   6.28   0.03   0.00  93.70   1
20090914  10.98  12.48  76.36  23.64  76.36   0.00   0.00   1
20090915  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090916  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090917  11.93  21.04  99.22   0.78   0.16  14.28  84.79   1
20090918  11.65  21.04  98.97   1.03  62.70  30.41   5.86   1
20090919  11.74  21.03  99.83   0.17  72.12  27.56   0.16   1
20090920  11.82  21.02  99.79   0.21  26.38   0.08  73.32   1
20090921  11.68  21.02  98.62   1.38   0.00   0.00  98.62   1
20090922  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090923  11.16  20.90  98.52   1.48   4.86  62.30  31.35   1
20090924  12.06  20.82  87.40  12.60   0.00   6.95  80.45   1
20090925  10.85  20.99  97.22   2.78  77.92  13.90   5.39   1
20090926  11.05  19.36  99.34   0.66  68.48  19.96  10.90   1
20090927  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090928  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090929  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20090930  10.64  17.56  93.51   6.49   0.00   0.00  93.51   1
20091001  10.63  17.31  90.52   9.48   0.00   0.02  90.50   1
20091002  10.77  17.36  89.04  10.96  80.09   6.12   2.83   1
20091003  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20091004  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20091005  10.54  13.12   2.69  97.31   0.00   0.00   2.69   1
20091006  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20091007  11.08  21.18  92.65   7.35   0.00   0.00  92.65   1
20091008  11.06  21.18  71.61  28.39   9.49   8.66  53.46   1
20091009  13.14  20.59  85.13  14.87   0.00   0.00  85.13   1
20091010  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20091011  10.43  19.48  95.02   4.98   0.00   0.02  95.00   1
20091012  10.78  21.16  98.34   1.66  77.44  12.66   8.24   1
20091013  10.64  16.81  60.36  39.64   0.00   0.00  60.36   1
20091014  10.39  17.36  90.92   9.08  67.59  18.53   4.81   1
20091015  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20091016  10.63  19.59  98.50   1.50  78.80  18.99   0.71   1
20091017  10.35  14.41  76.67  23.33   0.00   0.05  76.63   1
20091018  10.39  15.28  91.14   8.86   0.00   0.00  91.14   1
20091019  10.31  16.94  94.54   5.46   0.00   0.00  94.54   1
20091020  10.42  21.01  94.12   5.88   3.84  25.66  64.61   1
20091021  10.82  20.13  99.76   0.24  17.19  46.44  36.13   1
20091022  12.93  21.00  41.90  58.10   0.00   0.00  41.90   1
20091023  10.84  13.49  99.63   0.37   0.00   0.00  99.63   1
20091024  11.65  20.87  87.58  12.42  17.43   5.73  64.42   1
20091025  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20091026  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20091027  10.80  20.59  93.50   6.50  11.70  54.41  27.39   1
20091028  11.23  18.61  97.10   2.90  60.43  25.44  11.23   1
20091029  11.58  20.58  86.80  13.20  63.08   2.11  21.61   1
20091030  12.18  21.36  98.70   1.30   3.12   0.11  95.47   1
20091031  11.75  21.23  77.57  22.43   0.00   0.00  77.57   1
20091101  11.96  20.45  50.01  49.99   0.00   0.03  49.98   1
20091102  11.99  21.36  90.06   9.94   0.01   0.00  90.05   1
20091103  15.07  17.22  90.15   9.85   0.00   0.03  90.13   1
20091104  10.06  15.05  91.87   8.13   5.06  28.73  58.08   1
20091105  10.01  14.81  91.97   8.03   0.00   0.00  91.97   1
20091106  10.00  14.70  92.71   7.29   0.03   0.00  92.68   1
20091107  10.00  14.65  90.03   9.97   0.00   0.00  90.03   1
20091108  10.00  18.09  96.31   3.69   0.02   0.00  96.29   1
20091109  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20091110  10.00  17.16  48.87  51.13   0.00   0.00  48.87   1
20091111  11.15  21.87  99.84   0.16   0.01   0.00  99.83   1
20091112  11.27  21.87  99.87   0.13   0.00   0.00  99.87   1
20091113  10.84  21.87  99.97   0.03   0.02   0.00  99.95   1
20091114  11.56  12.25  97.10   2.90   0.00   0.00  97.10   1
20091115  11.59  21.88  96.75   3.25   0.01   0.09  96.64   1
20091116  11.34  17.05  99.06   0.94   0.00   0.04  99.02   1
20091117  11.21  16.98  83.33  16.67   0.06   0.00  83.28   1
20091118  11.44  14.94  65.50  34.50  15.15  12.27  38.09   1
20091119  10.53  17.23  99.73   0.27  83.18  10.89   5.66   1
20091120  10.82  16.90  99.57   0.43   2.22  82.07  15.28   1
20091121  11.58  16.90  95.31   4.69  90.95   0.25   4.11   1
20091122  11.72  16.90  99.83   0.17  92.56   6.74   0.54   1
20091123  10.59  16.91  99.85   0.15  79.14  20.68   0.03   1
20091124  10.71  17.32  99.93   0.07  83.30  15.72   0.91   1
20091125  10.00  12.21  90.02   9.98   0.00   0.00  90.02   1
20091126  10.04  15.68  87.46  12.54   0.00   0.00  87.46   1
20091127  10.00  16.76  94.97   5.03  77.60   9.85   7.51   1
20091128  10.00  16.76  97.86   2.14  87.57  10.27   0.02   1
20091129  10.00  14.70  96.68   3.32  73.73  21.50   1.45   1
20091130  10.00  16.00  94.57   5.43   5.58   3.08  85.91   1
20091201  10.00  16.37  88.97  11.03  71.86  11.82   5.28   1
20091202  10.65  15.43  69.09  30.91  69.02   0.01   0.06   1
20091203  10.67  16.38  96.86   3.14   0.00   0.00  96.86   1
20091204  10.46  16.39  96.57   3.43   0.00   0.00  96.57   1
20091205  10.67  16.40  99.12   0.88   0.01   0.00  99.11   1
20091206  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20091207  10.74  16.41  99.71   0.29   0.00   0.05  99.66   1
20091208  11.67  16.17  77.78  22.22  59.13  14.62   4.03   1
20091209  10.00  16.18  96.23   3.77   1.89   0.11  94.23   1
20091210  10.00  13.76  84.32  15.68   0.00   0.04  84.28   1
20091211  10.03  15.26  93.18   6.82  61.05  23.30   8.82   1
20091212  10.37  16.20  88.28  11.72   0.83  58.20  29.25   1
20091213  10.29  14.55  99.66   0.34  49.63  30.07  19.96   1
20091214  10.00  11.26  52.73  47.27   0.00   0.00  52.73   1
20091215  10.00  16.23  94.39   5.61   0.00   1.16  93.23   1
20091216  10.15  13.64  89.19  10.81   0.00   0.00  89.19   1
20091217  10.02  16.24  91.04   8.96  22.20  28.42  40.43   1
20091218  10.06  16.25  95.21   4.79   0.03  14.25  80.93   1
20091219  10.00  16.26  91.68   8.32  54.94  13.78  22.95   1
20091220  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20091221  10.00  21.00   0.00 100.00   0.00   0.00   0.00   1
20091222   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20091223  11.62  16.29  99.76   0.24  70.24  27.13   2.39   1
20091224   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20091225   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20091226   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
20091227  11.53  16.33  99.37   0.63  96.00   0.17   3.20   1
20091228  10.65  16.33  99.65   0.35  90.24   5.49   3.92   1
20091229  11.14  15.66 100.00   0.00   0.00  44.29  55.71   1
20091230  10.60  16.35  99.76   0.24  99.09   0.17   0.50   1
20091231   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0
